 Tiempo,  AverEnergy,  AverEnergy^2,  C_v
        4059 , -0.30727539062499998      ,   9.4510340690612787E-002 ,   5.7609379291541016E-004
        4060 , -0.30693359375000001      ,   9.4281315803527832E-002 ,   4.5678019523617483E-004
        4061 , -0.31159667968749999      ,   9.7173804044723505E-002 ,   5.0820782780645890E-004
        4062 , -0.30961914062500001      ,   9.6074664592742914E-002 ,   1.3165771961210979E-003
        4063 , -0.30793457031249999      ,   9.4995754957199099E-002 ,   1.0753460228443527E-003
        4064 , -0.31137695312500002      ,   9.7091519832611078E-002 ,   8.4945559501638929E-004
        4065 , -0.31364746093750001      ,   9.8487514257431033E-002 ,   7.0490315556524796E-004
        4066 , -0.31032714843749998      ,   9.6496468782424932E-002 ,   1.2095607817174357E-003
        4067 , -0.31171874999999999      ,   9.7384476661682123E-002 ,   1.3493597507476494E-003
        4068 , -0.31186523437500002      ,   9.7376120090484616E-002 ,   7.2622299194325182E-004
        4069 , -0.31594238281249998      ,   9.9931055307388300E-002 ,   6.9666281342509531E-004
        4070 , -0.31008300781249998      ,   9.6209627389907834E-002 ,   3.6347284913069641E-004
        4071 , -0.31362304687499998      ,   9.8497343063354489E-002 ,   8.6204707622538138E-004
        4072 , -0.30610351562499999      ,   9.3849802017211909E-002 ,   9.4024837017057938E-004
        4073 , -0.31210937500000002      ,   9.7566246986389160E-002 ,   9.6240639686573717E-004
        4074 , -0.31462402343750001      ,   9.9093550443649286E-002 ,   6.5796449780454111E-004
        4075 , -0.31066894531250000      ,   9.6605867147445679E-002 ,   5.6670978665351868E-004
        4076 , -0.30844726562500002      ,   9.5203197002410894E-002 ,   3.9675831794731484E-004
        4077 , -0.31147460937499999      ,   9.7088408470153806E-002 ,   4.4985115528108771E-004
        4078 , -0.30974121093750001      ,   9.6055728197097776E-002 ,   7.2569027543059605E-004
        4079 , -0.31347656250000000      ,   9.8335564136505127E-002 ,   4.2505562305450439E-004
        4080 , -0.31162109375000002      ,   9.7186923027038574E-002 ,   4.9510598182670937E-004
        4081 , -0.31191406249999998      ,   9.7363495826721186E-002 ,   4.5695900917058080E-004
        4082 , -0.31220703124999999      ,   9.7600603103637690E-002 ,   7.9607963562010331E-004
        4083 , -0.30991210937500002      ,   9.6139359474182132E-002 ,   5.8652460575093004E-004
        4084 , -0.31193847656250001      ,   9.7435218095779416E-002 ,   8.1003084778782583E-004
        4085 , -0.30893554687500002      ,   9.5627415180206302E-002 ,   1.1640191078185654E-003
        4086 , -0.30759277343750002      ,   9.4683998823165888E-002 ,   4.4177845120417503E-004
        4087 , -0.30935058593749998      ,   9.5795148611068720E-002 ,   6.0852244496353847E-004
        4088 , -0.31096191406250001      ,   9.6930867433547979E-002 ,   1.4597214758395836E-003
